param m := 100;
param n := 4;
param nu := 0.6;


param y :=
1 -1.0
2 -1.0
3 1.0
4 1.0
5 -1.0
6 1.0
7 1.0
8 -1.0
9 1.0
10 1.0
11 -1.0
12 -1.0
13 1.0
14 -1.0
15 -1.0
16 -1.0
17 -1.0
18 -1.0
19 -1.0
20 -1.0
21 -1.0
22 -1.0
23 1.0
24 1.0
25 1.0
26 -1.0
27 -1.0
28 -1.0
29 -1.0
30 1.0
31 1.0
32 -1.0
33 1.0
34 1.0
35 -1.0
36 1.0
37 -1.0
38 -1.0
39 1.0
40 1.0
41 -1.0
42 -1.0
43 -1.0
44 1.0
45 1.0
46 -1.0
47 -1.0
48 1.0
49 1.0
50 1.0
51 1.0
52 -1.0
53 -1.0
54 1.0
55 -1.0
56 1.0
57 -1.0
58 1.0
59 1.0
60 -1.0
61 -1.0
62 1.0
63 -1.0
64 1.0
65 -1.0
66 1.0
67 -1.0
68 -1.0
69 1.0
70 -1.0
71 -1.0
72 -1.0
73 1.0
74 -1.0
75 1.0
76 -1.0
77 -1.0
78 -1.0
79 1.0
80 1.0
81 -1.0
82 1.0
83 -1.0
84 -1.0
85 1.0
86 1.0
87 -1.0
88 1.0
89 -1.0
90 1.0
91 1.0
92 1.0
93 1.0
94 -1.0
95 -1.0
96 1.0
97 1.0
98 -1.0
99 -1.0
100 -1.0
;

param x : 1 2 3 4 :=
1 0.060 0.788 0.203 0.349
2 0.135 0.376 0.259 0.044
3 0.630 0.377 0.320 0.828
4 0.487 0.791 0.955 0.714
5 0.842 0.362 0.383 0.078
6 0.880 0.219 0.969 0.793
7 0.177 0.853 0.792 0.381
8 0.153 0.515 0.577 0.413
9 0.457 0.043 0.937 0.777
10 0.362 0.263 0.662 0.317
11 0.014 0.159 0.339 0.397
12 0.513 0.277 0.456 0.482
13 0.460 0.660 0.923 0.251
14 0.124 0.405 0.555 0.701
15 0.115 0.158 0.861 0.051
16 0.732 0.413 0.198 0.393
17 0.175 0.407 0.889 0.514
18 0.127 0.027 0.081 0.583
19 0.151 0.042 0.169 0.074
20 0.209 0.197 0.699 0.764
21 0.516 0.879 0.056 0.377
22 0.991 0.109 0.344 0.188
23 0.074 0.363 0.909 0.963
24 0.713 0.090 0.904 0.794
25 0.413 0.945 0.715 0.582
26 0.009 0.791 0.216 0.708
27 0.115 0.224 0.434 0.171
28 0.365 0.162 0.710 0.709
29 0.212 0.783 0.713 0.121
30 0.590 0.835 0.836 0.494
31 0.509 0.907 0.574 0.224
32 0.592 0.233 0.279 0.808
33 0.835 0.923 0.164 0.269
34 0.765 0.634 0.256 0.475
35 0.606 0.687 0.125 0.319
36 0.871 0.909 0.643 0.706
37 0.272 0.215 0.309 0.846
38 0.797 0.438 0.671 0.077
39 0.612 0.912 0.170 0.776
40 0.264 0.541 0.814 0.519
41 0.156 0.125 0.704 0.281
42 0.513 0.152 0.352 0.156
43 0.755 0.428 0.073 0.063
44 0.512 0.861 0.712 0.183
45 0.959 0.795 0.849 0.129
46 0.030 0.392 0.112 0.844
47 0.129 1.000 0.037 0.833
48 0.481 0.346 0.433 0.833
49 0.291 0.588 0.930 0.364
50 0.204 0.876 0.512 0.917
51 0.450 0.876 0.854 0.299
52 0.425 0.329 0.397 0.537
53 0.309 0.666 0.173 0.346
54 0.454 0.826 0.845 0.887
55 0.347 0.178 0.248 0.277
56 0.899 0.482 0.418 0.411
57 0.478 0.861 0.274 0.332
58 0.279 0.757 0.489 0.676
59 0.662 0.985 0.960 0.835
60 0.459 0.289 0.157 0.303
61 0.816 0.650 0.353 0.064
62 0.895 0.963 0.408 0.313
63 0.807 0.791 0.235 0.081
64 0.396 0.360 0.880 0.885
65 0.174 0.547 0.020 0.134
66 0.351 0.592 0.671 0.507
67 0.847 0.324 0.545 0.200
68 0.472 0.095 0.351 0.881
69 0.726 0.687 0.199 0.961
70 0.322 0.357 0.128 0.202
71 0.164 0.376 0.790 0.185
72 0.172 0.535 0.102 0.843
73 0.998 0.690 0.367 0.543
74 0.755 0.015 0.984 0.106
75 0.392 0.832 0.583 0.591
76 0.351 0.913 0.150 0.479
77 0.392 0.644 0.491 0.181
78 0.001 0.353 0.363 0.103
79 0.406 0.101 0.886 0.773
80 0.776 0.528 0.658 0.760
81 0.553 0.152 0.466 0.136
82 0.258 0.487 0.656 0.408
83 0.771 0.799 0.610 0.262
84 0.439 0.263 0.334 0.802
85 0.531 0.208 0.467 0.418
86 0.110 0.193 0.509 0.768
87 0.143 0.322 0.105 0.608
88 0.847 0.867 0.945 0.503
89 0.912 0.274 0.074 0.522
90 0.055 0.961 0.799 0.389
91 0.166 0.920 0.971 0.632
92 0.952 0.743 0.531 0.461
93 0.484 0.604 0.833 0.589
94 0.291 0.436 0.079 0.236
95 0.353 0.148 0.213 0.427
96 0.750 0.482 0.630 0.549
97 0.393 0.715 0.791 0.364
98 0.129 0.316 0.090 0.660
99 0.601 0.144 0.381 0.434
100 0.593 0.725 0.168 0.672
;
